EAN           ;EQUIPE           ;VENDEDOR  ;JAN ;FEV ;MAR ;ABR ;MAI ;JUN ;JUL ;AGO ;SET ;OUT ;NOV ;DEZ
1236774484862 ;Comercial        ;Diana     ; 84 ; 61 ;124 ; 90 ; 40 ;187 ; 19 ; 53 ; 81 ;148 ; 49 ; 85
1236774484862 ;Comercial        ;Vitor     ; 75 ; 24 ; 78 ; 96 ;107 ;176 ; 20 ; 92 ;112 ; 32 ; 19 ; 28
1236774484862 ;Comercial        ;Maurício  ; 17 ; 39 ;111 ; 46 ;168 ; 38 ; 99 ;120 ;123 ; 33 ; 95 ;228
1236774484862 ;Comercial        ;Júlia     ; 21 ; 60 ;135 ;149 ; 56 ;137 ;  8 ;153 ; 13 ;120 ; 94 ; 97
1236774484862 ;Comercial        ;Leticia   ;138 ; 23 ;102 ;131 ;  8 ; 45 ; 18 ;144 ; 80 ;206 ;103 ; 99
1236774484862 ;Comercial        ;Calebe    ;  8 ;198 ;152 ;103 ; 42 ;143 ; 38 ; 74 ; 46 ; 86 ;117 ;176
1236774484862 ;Comercial        ;Igor      ;124 ;114 ;187 ;211 ; 72 ; 38 ;176 ; 58 ;127 ;126 ;132 ; 77
1236774484862 ;Comercial        ;Ângelo    ;113 ;107 ; 45 ;  6 ;  7 ;215 ; 66 ; 64 ;107 ;145 ;165 ;  5
4629526767636 ;Comercial        ;Yasmin    ; 16 ; 12 ; 25 ;152 ; 41 ; 20 ;169 ; 88 ; 77 ;140 ; 25 ; 63
4629526767636 ;Comercial        ;Isabel    ; 14 ; 30 ; 28 ;126 ;135 ;193 ;194 ; 97 ;126 ;  1 ; 97 ;126
4629526767636 ;Comercial        ;Diana     ;161 ;110 ;120 ;  8 ;209 ; 47 ;152 ; 18 ;135 ;118 ; 74 ; 69
4629526767636 ;Comercial        ;Vitor     ; 59 ;156 ;104 ; 49 ; 70 ; 61 ; 30 ;123 ;106 ; 61 ; 31 ;175
4629526767636 ;Comercial        ;Maurício  ; 20 ; 51 ;112 ; 99 ; 26 ;132 ;172 ; 39 ; 12 ;163 ;112 ; 27
4629526767636 ;Comercial        ;Júlia     ;120 ; 56 ; 42 ;125 ;111 ; 81 ;136 ;156 ; 96 ;105 ; 87 ; 55
4629526767636 ;Comercial        ;Leticia   ;101 ; 28 ; 90 ;144 ; 98 ;112 ;178 ; 75 ; 20 ; 56 ;108 ; 29
4629526767636 ;Comercial        ;Calebe    ; 20 ; 11 ;111 ;103 ; 55 ;  0 ; 35 ;117 ; 65 ;107 ; 75 ;179
4629526767636 ;Comercial        ;Igor      ;150 ;149 ;124 ; 42 ;151 ; 27 ; 56 ;124 ; 46 ; 54 ;155 ; 49
4629526767636 ;Comercial        ;Ângelo    ; 20 ; 57 ; 81 ;217 ; 66 ;191 ;156 ; 64 ; 84 ;186 ; 29 ; 99
5534351511007 ;Comercial        ;Yasmin    ; 83 ;155 ;105 ;149 ; 31 ; 68 ;  9 ;115 ; 86 ; 59 ;109 ;164
5534351511007 ;Comercial        ;Isabel    ;  9 ;133 ; 93 ;108 ;136 ;169 ;149 ; 23 ;160 ; 22 ; 36 ;159
5534351511007 ;Comercial        ;Diana     ;123 ;146 ;173 ; 93 ; 37 ;134 ; 73 ;164 ;139 ;102 ; 47 ; 58
5534351511007 ;Comercial        ;Vitor     ;155 ; 77 ; 30 ;150 ; 83 ;115 ;166 ; 48 ; 24 ;211 ; 68 ; 52
5534351511007 ;Comercial        ;Maurício  ;117 ; 37 ;221 ; 77 ; 89 ; 97 ;108 ;  1 ;104 ; 68 ;206 ; 50
5534351511007 ;Comercial        ;Júlia     ; 91 ; 26 ;182 ; 83 ; 60 ;183 ; 25 ; 51 ;189 ;123 ; 37 ;  2
5534351511007 ;Comercial        ;Leticia   ; 31 ;  5 ;178 ; 31 ; 84 ; 81 ;113 ; 11 ; 24 ; 75 ; 98 ; 48
5534351511007 ;Comercial        ;Calebe    ; 54 ;209 ; 58 ;125 ;127 ; 29 ;130 ;143 ;160 ;101 ; 84 ; 79
5534351511007 ;Comercial        ;Igor      ; 21 ; 74 ; 42 ;183 ;115 ;104 ; 65 ;156 ;107 ;112 ;174 ; 65
5534351511007 ;Comercial        ;Ângelo    ; 58 ;108 ; 93 ;128 ; 37 ;  1 ;184 ;  9 ; 84 ; 37 ;  1 ; 80
7251452900182 ;Comercial        ;Yasmin    ; 59 ; 99 ;129 ; 80 ; 56 ; 56 ; 67 ;212 ;186 ; 23 ;145 ; 39
7251452900182 ;Comercial        ;Isabel    ; 22 ;181 ;202 ; 93 ; 74 ;207 ;140 ; 66 ;142 ; 87 ;211 ;127
7251452900182 ;Comercial        ;Diana     ; 69 ;  7 ;  7 ; 84 ;145 ; 23 ; 31 ; 81 ; 29 ; 67 ; 62 ;146
7251452900182 ;Comercial        ;Vitor     ;163 ; 95 ;136 ;133 ;186 ;143 ;  8 ; 47 ; 35 ;122 ; 18 ; 35
7251452900182 ;Comercial        ;Maurício  ; 69 ; 33 ;193 ;114 ;  7 ;155 ;120 ;  1 ; 38 ; 70 ;105 ; 96
7251452900182 ;Comercial        ;Júlia     ; 87 ; 43 ; 25 ; 92 ; 70 ; 56 ; 34 ;  6 ; 88 ; 33 ;110 ;  3
7251452900182 ;Comercial        ;Leticia   ; 69 ;  4 ;140 ; 47 ; 86 ;  6 ;200 ;121 ;107 ;156 ;200 ;124
7251452900182 ;Comercial        ;Calebe    ;184 ;168 ;116 ;129 ;133 ; 53 ;144 ; 47 ; 38 ;137 ; 20 ;160
7251452900182 ;Comercial        ;Igor      ; 16 ;100 ; 30 ; 25 ; 60 ; 82 ; 14 ;  3 ;209 ;180 ;139 ; 61
7251452900182 ;Comercial        ;Ângelo    ;134 ; 84 ;  9 ;165 ; 62 ; 34 ; 20 ; 49 ;157 ; 34 ; 40 ; 68
7346695864115 ;Comercial        ;Yasmin    ; 62 ; 73 ;199 ; 59 ; 71 ;  5 ; 77 ;206 ;115 ;134 ; 69 ; 85
7346695864115 ;Comercial        ;Isabel    ; 63 ; 81 ; 91 ; 80 ;174 ; 67 ; 36 ;173 ;104 ; 81 ;151 ;150
7346695864115 ;Comercial        ;Diana     ; 42 ;153 ; 69 ; 48 ;134 ; 37 ; 82 ; 70 ; 55 ;119 ;  1 ;172
7346695864115 ;Comercial        ;Vitor     ; 92 ;142 ; 86 ; 62 ; 58 ;123 ; 26 ; 60 ;140 ; 36 ; 91 ; 94
7346695864115 ;Comercial        ;Maurício  ;155 ;137 ;  0 ; 97 ; 82 ;125 ; 86 ; 48 ; 71 ; 56 ;110 ; 26
7346695864115 ;Comercial        ;Júlia     ;  8 ;181 ; 74 ; 99 ;103 ;101 ;135 ;  8 ;  4 ; 42 ;168 ;107
7346695864115 ;Comercial        ;Leticia   ; 53 ;145 ; 65 ;158 ;139 ; 59 ; 44 ; 70 ; 48 ; 82 ; 37 ;168
7346695864115 ;Comercial        ;Calebe    ; 81 ;130 ; 38 ; 78 ;131 ;121 ; 67 ; 40 ;109 ; 12 ;120 ; 47
7346695864115 ;Comercial        ;Igor      ; 86 ;103 ;104 ;108 ; 89 ; 52 ;118 ; 74 ;  7 ; 45 ; 10 ;122
7346695864115 ;Comercial        ;Ângelo    ; 19 ;186 ; 86 ; 27 ;156 ; 19 ;166 ;130 ;133 ;155 ;117 ; 18
7387011391563 ;Comercial        ;Yasmin    ; 66 ;207 ;168 ; 63 ; 52 ;105 ; 41 ; 26 ;146 ; 63 ; 18 ;137
7387011391563 ;Comercial        ;Isabel    ;140 ;128 ; 92 ;142 ; 62 ;123 ;  5 ;191 ;155 ; 82 ; 78 ;109
7387011391563 ;Comercial        ;Diana     ; 66 ; 48 ;108 ;170 ; 34 ; 76 ; 99 ;173 ;131 ;143 ;159 ; 13
7387011391563 ;Comercial        ;Vitor     ;106 ;117 ;107 ; 74 ; 49 ;103 ; 80 ; 36 ;194 ;164 ; 98 ; 52
7387011391563 ;Comercial        ;Maurício  ; 85 ; 54 ; 67 ; 47 ; 85 ;175 ;108 ;168 ;140 ;  8 ; 24 ;112
7387011391563 ;Comercial        ;Júlia     ;161 ; 46 ;137 ; 75 ; 27 ; 35 ; 14 ; 39 ; 43 ;  4 ; 29 ; 94
7387011391563 ;Comercial        ;Leticia   ; 12 ;101 ; 23 ; 20 ; 77 ;  7 ;114 ;  6 ;120 ; 97 ; 48 ;  4
7387011391563 ;Comercial        ;Calebe    ;129 ; 49 ; 43 ; 64 ;  2 ; 21 ;156 ;190 ; 23 ; 62 ;180 ; 20
7387011391563 ;Comercial        ;Igor      ;113 ; 46 ;144 ; 49 ;130 ; 68 ;198 ; 52 ;  1 ;174 ;146 ; 46
7387011391563 ;Comercial        ;Ângelo    ;115 ; 15 ;158 ;168 ;  8 ;  2 ; 34 ; 44 ;105 ;124 ;102 ;103
1236774484862 ;Visitação Médica ;Yasmin    ; 86 ;125 ; 80 ;110 ; 41 ;109 ;115 ; 76 ; 85 ;  6 ;  1 ; 34
1236774484862 ;Visitação Médica ;Isabel    ; 26 ;157 ; 20 ; 55 ; 32 ; 37 ; 28 ;188 ;135 ;154 ; 66 ; 81
1236774484862 ;Visitação Médica ;Diana     ;183 ; 30 ; 69 ;113 ; 83 ; 83 ; 20 ;115 ;132 ;164 ; 81 ;102
1236774484862 ;Visitação Médica ;Vitor     ;122 ; 36 ;103 ; 21 ;130 ; 55 ; 71 ; 38 ;  8 ;  2 ;109 ;187
1236774484862 ;Visitação Médica ;Maurício  ;144 ; 22 ; 29 ;104 ; 46 ; 85 ; 59 ; 68 ;  4 ; 33 ;131 ; 16
1236774484862 ;Visitação Médica ;Júlia     ; 15 ; 53 ; 89 ;187 ;137 ; 40 ;138 ; 74 ;119 ; 35 ; 60 ;102
1236774484862 ;Visitação Médica ;Leticia   ; 93 ; 65 ; 99 ; 65 ; 28 ;140 ; 36 ; 75 ;116 ; 57 ;172 ; 89
1236774484862 ;Visitação Médica ;Calebe    ;115 ;193 ; 95 ;160 ; 43 ; 37 ;206 ; 34 ; 80 ;168 ; 14 ; 13
1236774484862 ;Visitação Médica ;Igor      ;140 ; 95 ;115 ; 17 ; 38 ; 45 ; 49 ; 28 ;105 ; 14 ; 96 ;122
1236774484862 ;Visitação Médica ;Ângelo    ;109 ; 39 ; 86 ; 32 ;152 ;115 ;108 ; 45 ; 50 ; 75 ; 72 ; 95
4629526767636 ;Visitação Médica ;Yasmin    ;124 ; 39 ;129 ; 94 ;198 ; 59 ; 38 ;150 ;  5 ; 87 ;167 ; 21
4629526767636 ;Visitação Médica ;Isabel    ; 15 ; 62 ;100 ; 67 ; 49 ;115 ; 44 ;131 ;131 ;104 ; 86 ;133
4629526767636 ;Visitação Médica ;Diana     ;209 ;116 ;102 ; 56 ; 75 ; 48 ; 53 ;165 ;101 ; 13 ; 99 ; 15
4629526767636 ;Visitação Médica ;Vitor     ;170 ;122 ; 27 ; 67 ; 54 ;107 ; 68 ;103 ;124 ;117 ;105 ; 23
4629526767636 ;Visitação Médica ;Maurício  ; 91 ;151 ; 73 ;143 ;180 ;  1 ; 44 ; 97 ; 84 ; 53 ; 23 ;132
4629526767636 ;Visitação Médica ;Júlia     ; 49 ;143 ; 18 ;150 ;102 ; 53 ;158 ;118 ;143 ;128 ;144 ;117
4629526767636 ;Visitação Médica ;Leticia   ; 42 ;142 ; 45 ; 50 ; 40 ; 81 ; 94 ; 17 ; 53 ; 84 ;112 ; 69
4629526767636 ;Visitação Médica ;Calebe    ;122 ;  5 ; 61 ; 16 ; 76 ; 50 ; 83 ;146 ; 74 ;109 ; 86 ;221
4629526767636 ;Visitação Médica ;Igor      ; 64 ;121 ; 77 ;180 ;135 ;109 ;177 ; 92 ; 16 ; 30 ; 78 ; 98
4629526767636 ;Visitação Médica ;Ângelo    ; 78 ;172 ; 31 ; 88 ;  9 ;195 ;175 ; 27 ;103 ;101 ; 51 ;185
5534351511007 ;Visitação Médica ;Yasmin    ;131 ; 69 ; 40 ;133 ; 11 ; 65 ; 54 ;168 ; 11 ;215 ;132 ;  4
5534351511007 ;Visitação Médica ;Isabel    ; 31 ; 58 ;  5 ; 26 ;196 ; 25 ;118 ;122 ; 36 ;121 ; 81 ; 30
5534351511007 ;Visitação Médica ;Diana     ;138 ; 35 ;121 ;137 ;172 ;  3 ;184 ; 15 ;105 ;137 ;106 ; 97
5534351511007 ;Visitação Médica ;Vitor     ; 15 ;119 ;124 ;161 ;110 ;  9 ;162 ;127 ;116 ;151 ; 66 ;109
5534351511007 ;Visitação Médica ;Maurício  ;144 ; 88 ;154 ; 76 ;115 ;175 ;165 ; 22 ; 58 ;176 ; 51 ; 81
5534351511007 ;Visitação Médica ;Júlia     ;  0 ; 95 ; 60 ; 75 ;142 ; 63 ; 81 ;146 ;207 ; 57 ;159 ;154
5534351511007 ;Visitação Médica ;Leticia   ;155 ;185 ;  1 ; 62 ; 85 ;102 ;160 ;105 ;105 ;  6 ;  4 ; 54
5534351511007 ;Visitação Médica ;Calebe    ; 61 ;132 ;188 ;219 ; 72 ;107 ;198 ;124 ; 84 ;119 ;132 ; 88
5534351511007 ;Visitação Médica ;Igor      ;137 ; 19 ; 88 ;140 ; 50 ; 41 ;106 ; 43 ; 63 ; 33 ; 40 ; 72
5534351511007 ;Visitação Médica ;Ângelo    ;159 ; 38 ;138 ;124 ;125 ;156 ;195 ;127 ; 92 ; 91 ; 43 ;219
7251452900182 ;Visitação Médica ;Yasmin    ; 32 ; 10 ;176 ; 18 ;102 ;119 ;115 ; 63 ;129 ;125 ;  2 ;222
7251452900182 ;Visitação Médica ;Isabel    ;141 ;146 ;102 ; 77 ;138 ; 58 ;179 ; 81 ; 12 ; 10 ; 64 ;  7
7251452900182 ;Visitação Médica ;Diana     ;212 ;165 ; 63 ; 40 ; 24 ;158 ;101 ; 71 ; 36 ;125 ; 88 ; 51
7251452900182 ;Visitação Médica ;Vitor     ;122 ; 85 ; 99 ; 61 ;207 ; 97 ; 47 ;121 ;175 ; 27 ;156 ;166
7251452900182 ;Visitação Médica ;Maurício  ;155 ;118 ; 49 ;140 ;  9 ;108 ; 52 ; 12 ; 81 ; 58 ;174 ;136
7251452900182 ;Visitação Médica ;Júlia     ;155 ;131 ;114 ; 60 ;171 ; 47 ;  0 ; 59 ; 94 ;150 ;117 ; 96
7251452900182 ;Visitação Médica ;Leticia   ; 89 ; 73 ;116 ;119 ; 85 ;144 ;131 ; 46 ;105 ; 28 ; 50 ; 52
7251452900182 ;Visitação Médica ;Calebe    ;166 ; 28 ; 39 ; 17 ;  8 ; 55 ; 31 ; 86 ; 19 ; 86 ;166 ; 31
7251452900182 ;Visitação Médica ;Igor      ; 99 ; 88 ; 28 ; 82 ;197 ; 35 ; 76 ;158 ; 13 ;116 ; 83 ; 83
7251452900182 ;Visitação Médica ;Ângelo    ;184 ; 92 ;155 ; 82 ; 25 ; 97 ;172 ; 42 ;150 ; 54 ; 31 ; 32
7346695864115 ;Visitação Médica ;Yasmin    ; 21 ;  4 ;141 ;  1 ;141 ; 32 ;148 ; 54 ;197 ; 56 ; 18 ; 75
7346695864115 ;Visitação Médica ;Isabel    ; 18 ; 70 ; 86 ; 64 ; 89 ;  3 ; 55 ; 31 ; 60 ; 29 ; 59 ;108
7346695864115 ;Visitação Médica ;Diana     ; 44 ;110 ;  4 ; 17 ;  9 ; 42 ;116 ; 31 ;125 ; 83 ; 63 ;  0
7346695864115 ;Visitação Médica ;Vitor     ;172 ; 89 ; 77 ;188 ; 70 ;144 ; 90 ;145 ; 85 ; 41 ;184 ;122
7346695864115 ;Visitação Médica ;Maurício  ;113 ;131 ; 27 ; 31 ; 29 ;  8 ; 68 ; 47 ;114 ; 45 ; 49 ; 64
7346695864115 ;Visitação Médica ;Júlia     ;118 ;107 ; 36 ;123 ;113 ; 66 ; 60 ; 62 ; 79 ;184 ; 42 ;  9
7346695864115 ;Visitação Médica ;Leticia   ;167 ;202 ; 47 ;216 ;186 ; 48 ; 79 ;  9 ; 38 ;  0 ;190 ; 61
7346695864115 ;Visitação Médica ;Calebe    ; 30 ;182 ;129 ; 53 ; 49 ; 62 ; 15 ; 80 ;182 ; 45 ; 68 ; 24
7346695864115 ;Visitação Médica ;Igor      ;184 ; 86 ; 52 ;106 ;191 ;159 ;141 ;100 ; 58 ; 25 ; 16 ;213
7346695864115 ;Visitação Médica ;Ângelo    ; 14 ; 75 ; 30 ; 24 ; 74 ;123 ; 36 ; 64 ; 62 ; 70 ;131 ;190
7387011391563 ;Visitação Médica ;Yasmin    ;109 ;  1 ;132 ;191 ;150 ; 38 ;175 ; 43 ;112 ; 99 ; 78 ;154
7387011391563 ;Visitação Médica ;Isabel    ;148 ;131 ; 54 ; 66 ; 52 ;115 ;172 ; 98 ; 97 ;  2 ; 91 ;162
7387011391563 ;Visitação Médica ;Diana     ; 68 ;169 ; 36 ;176 ; 45 ; 45 ;117 ; 57 ;113 ;130 ; 21 ; 60
7387011391563 ;Visitação Médica ;Vitor     ; 84 ; 87 ;200 ;151 ; 87 ; 96 ;189 ; 67 ; 33 ; 72 ; 45 ;102
7387011391563 ;Visitação Médica ;Maurício  ; 66 ;186 ; 95 ;151 ; 94 ; 29 ;185 ;125 ;190 ; 25 ;  5 ;164
7387011391563 ;Visitação Médica ;Júlia     ; 86 ; 83 ; 82 ;173 ;122 ;112 ; 59 ; 51 ;143 ;168 ; 54 ;141
7387011391563 ;Visitação Médica ;Leticia   ; 89 ; 64 ; 23 ; 37 ; 25 ;196 ; 66 ; 33 ;115 ; 44 ;175 ;106
7387011391563 ;Visitação Médica ;Calebe    ;146 ;123 ;163 ;114 ; 60 ;131 ;108 ;141 ; 85 ; 20 ;147 ;206
7387011391563 ;Visitação Médica ;Igor      ;202 ; 16 ; 96 ; 46 ;186 ;137 ;142 ; 64 ; 59 ;  3 ; 35 ;139
7387011391563 ;Visitação Médica ;Ângelo    ;109 ; 27 ; 57 ; 22 ; 16 ;187 ;158 ; 79 ; 23 ; 91 ; 51 ; 50
